date,temp
2025-03-15,9.459969065240434
2025-03-16,11.320346824749594
2025-03-17,13.134923970844934
2025-03-18,14.869310267559804
2025-03-19,15.801814633654184
2025-03-20,16.858416559788672
2025-03-21,21.441902582400168
2025-03-22,23.49283454006942
2025-03-23,22.42804393023006
2025-03-24,25.852687767864705
2025-03-25,24.56088289179869
2025-03-26,23.112892312234425
2025-03-27,21.945951188918592
2025-03-28,23.134575243782482
2025-03-29,27.098795385008916
2025-03-30,24.90061958180588
2025-03-31,26.199905775976063
2025-04-01,27.376206748957554
2025-04-02,25.402844106754358
2025-04-03,30.703288959833205
2025-04-04,29.795173027259054
2025-04-05,24.39751881303314
2025-04-06,26.301602311577327
2025-04-07,27.513566340552668
2025-04-08,23.387871040436146
2025-04-09,20.89005370379059
2025-04-10,18.66847102689877
2025-04-11,18.769258900137856
2025-04-12,18.117424583175932
2025-04-13,14.585912681073413
2025-04-14,14.12873287247058
2025-04-15,14.056586280328723
2025-04-16,14.249045844308606
2025-04-17,16.274176348174
2025-04-18,14.038369535697793
2025-04-19,10.982424542586795
2025-04-20,11.486268490484626
2025-04-21,14.050246642132258
2025-04-22,14.17510824317973
2025-04-23,12.466424156016922
2025-04-24,13.882442806584846
2025-04-25,13.7643612685856
2025-04-26,13.479128688850565
2025-04-27,17.808926289789422
2025-04-28,16.066052660234618
2025-04-29,19.915048141715133
2025-04-30,18.9208339730751
2025-05-01,21.05601450395634
2025-05-02,20.216263985809476
2025-05-03,22.115995291101676
2025-05-04,24.05378719670421
2025-05-05,28.919985169232785
2025-05-06,26.514559756021193
2025-05-07,31.237518864186182
2025-05-08,28.08663102102015
2025-05-09,26.979878245480982
2025-05-10,29.172673769173393
2025-05-11,33.88973033371731
2025-05-12,26.205383320425824
2025-05-13,28.57815708792141
2025-05-14,26.869629392943583
2025-05-15,24.1973633466516
2025-05-16,24.167951379827922
2025-05-17,28.319217581087905
2025-05-18,27.208342022812992
2025-05-19,25.148101548029956
2025-05-20,19.103006067677775
2025-05-21,18.534961697206583
2025-05-22,18.34630642270462
2025-05-23,18.806247332317525
2025-05-24,18.854302527016593
2025-05-25,16.78786340682859
2025-05-26,13.799240258579957
2025-05-27,14.76858377756557
2025-05-28,13.555251381411225
2025-05-29,13.331045814517223
2025-05-30,11.715287064677058
2025-05-31,15.128979913931401
2025-06-01,15.734909979260618
2025-06-02,16.965949568735073
2025-06-03,16.584529974275874
2025-06-04,13.827042852332383
2025-06-05,18.02321442692204
2025-06-06,17.0926774853145
2025-06-07,20.156992943251108
2025-06-08,18.266593937603883
2025-06-09,21.259603428414195
2025-06-10,25.572002656427703
2025-06-11,24.416356604880693
2025-06-12,25.897225553397078
2025-06-13,25.474040052351967
2025-06-14,28.15665300023765
2025-06-15,28.084869307031152
2025-06-16,32.602875228320954
2025-06-17,30.591417625489484
2025-06-18,28.18883794405542
2025-06-19,31.846442173600177
2025-06-20,32.643660714301895
2025-06-21,31.709531074807106
2025-06-22,29.990761840068426
2025-06-23,32.17560734158957
2025-06-24,30.645230809592533
2025-06-25,29.826373202474258
2025-06-26,30.5696181218668
2025-06-27,28.58025645027885
2025-06-28,26.109095079700378
2025-06-29,23.343723418743657
2025-06-30,22.96526334354124
2025-07-01,18.88396585205843
2025-07-02,21.247690709958118
2025-07-03,17.544301542316575
2025-07-04,19.365913781163663
2025-07-05,21.359077902539244
2025-07-06,15.921303395447898
2025-07-07,14.461202066771227
2025-07-08,12.99635245893213
2025-07-09,17.158430202489356
2025-07-10,16.268965760167248
2025-07-11,17.46051961272965
2025-07-12,14.045428263434953
2025-07-13,16.161034115941423
2025-07-14,18.97659054567539
2025-07-15,20.194881751897476
2025-07-16,20.08222390332297
2025-07-17,22.210450336482527
2025-07-18,22.048809587654983
2025-07-19,27.38768126985281
